"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"28F85JP7","bookSection","1995","Mejdell, Gunvor","Morphological features of mixed style in modern Arabic (Egypt)","Actas XVI Congreso UEAI","","","","","","1995","2018-04-15 16:02:33","2018-09-25 09:27:40","","365-374","","","","","","","","","","","Agencia Española de Cooperación Internacional, Consejo Superior de Investigaciones Científicas, Union Européenne d'Arabisants et d'Islamisants","Salamanca","","","","","","","","(biblid:mejdell_1995_0000)","","","","vt:morphology; vt:transcribed texts; vt:conversation/dialogue; reg:Egypt [27.39, 30.26]; reg:Egypt-Sudan; vt:diglossia","","Vázquez de Benito, C.; Manzano Rodríguez, M.A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KX6NQS6W","journalArticle","1906","Meissner, Bruno","Neuarabische Geschichten aus dem Iraq","Beiträge zur Assyrologie und semitschen Sprachwissenschaft","","","","","","1906","2018-04-15 16:02:33","2018-09-25 09:24:41","","203","","","5","","","","","","","","","","","","","","","","","(biblid:meissner_1906_0000)","","","","vt:general/comparative study; vt:transcribed texts; vt:oral narratives; vt:ethnographic record; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNZZ69HB","journalArticle","1905","Meissner, Bruno","Neuarabische Geschichten aus Tanger","Mitteilungen des Seminars für Orientalische Sprachen","","","","","","1905","2018-04-15 16:02:33","2018-09-25 09:24:34","","39-97","","2","8","","","","","","","","","","","","","","","","","(biblid:meissner_1905_3846)","","","","vt:general/comparative study; vt:urban dialect; vt:transcribed texts; vt:linguistics/dialectology; vt:oral narratives; geo:Tanger [35.75, -5.83]; vt:folklore; vt:oral literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHVK79EU","journalArticle","1981","Meiseles, G.","Hybrid versus symbiotic constructions: a case study of contemporary Arabic","Linguistics","","","","","","1981","2018-04-15 16:02:33","2018-04-15 16:02:33","","1077-1093","","","19","","","","","","","","","","","","","","","","","(biblid:meiseles_1981_0000)","","","","vt:Arab World general; vt:linguistics/dialectology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMLEETUP","journalArticle","2001","Mehlem, Ulrich","Structures de temporalité dans les narrations des élèves marocains en Allemagne: le passage de l'oral à l'écrit","Langues et Linguistique: Revue Internationale de Linguistique / al-Lughāt wa-al-Lisānīyāt","","1114-0399","","","","2001","2018-04-15 16:02:33","2018-04-21 09:04:11","","133-151","","","8","","","","","","","","","","French","","","","","","","(biblid:mehlem_2001_3845)","","","","vt:general/comparative study; vt:morphology; vt:syntax; vt:sociolinguistics; vt:transcribed texts; vt:Arabic as a minority language; vt://e.g. Europe, Americas; vt:Diaspora; vt:linguistics/dialectology; reg:Algeria [34.54, 3.30]; reg:Maghreb []; reg:Morocco [31.46, -6.39]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5L62PUG9","bookSection","2005","McCarthy, John J.","The length of stem-final vowels in colloquial Arabic","Perspectives on Arabic linguistics XVII-XVIII: papers from the seventeenth and eighteenth annual symposia on Arabic Linguistics","","","","","","2005","2018-04-15 16:02:33","2018-09-25 09:21:15","","1-26","","","","","","","","","","","John Benjamins","Amsterdam & Philadelphia","","","","","","","","(biblid:mccarthy_2005_0000)","","","","vt:Egypt-Sudan; vt:general/comparative study; vt:phonology; reg:Egypt [27.39, 30.26]; geo:Cairo [30.04, 31.23]","","Alhawary, Mohammad T.; Benmamoun, Elabbas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGMUN2RS","journalArticle","1980","McCarthy, John J.","A note on the accentuation of Damascene Arabic","Studies in the Linguistic Sciences","","","","","","1980","2018-04-15 16:02:33","2018-09-25 09:19:56","","77-98","","ii","10","","","","","","","","","","","","","","","","","(biblid:mccarthy_1980_0000)","","","","vt:phonology; reg:Syro-Palestine [32.93, 36.53]; geo:Damascus [33.51, 36.27]; reg:Syria [34.61, 38.55]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXG9ALJK","journalArticle","1995","Mazraani, Nathalie","Functions of Arabic Political Discourse: The Case of Saddam Hussein's Speeches","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org.uaccess.univie.ac.at/stable/43525652","","1995","2018-04-15 16:02:33","2018-04-15 16:02:33","","22-36","","30","","","","","","","","","","","","","","","","","","(biblid:mazraani_1995_2858)","","","","vt:sociolinguistics; vt:Mesopotamia; vt:pragmatics; reg:Iraq [31.64, 45.33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MPUKX9N","journalArticle","2002","Mazid, Bahaa-Eddin M.","?il ?akl it-HaTT"": the ideology of ergatives in ECA","Journal of Language and Linguistics","","14758989","","","","2002","2018-04-15 16:02:33","2018-04-15 16:02:33","","239-259","","iii","1","","","","","","","","","","","","","","","","","(biblid:mazid_2002_0000)","","","","vt:syntax","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4ESFN5R","journalArticle","1999","Matta, Hilda","Eine syntaktisch-semantische Analyse der redensartlichen Vergleiche im Deutschen und Ägyptisch-Arabischen Anhand eines ausgewählten Korpus","Proverbium","","","","","","1999","2018-04-15 16:02:33","2018-04-15 16:02:33","","193-226","","","16","","","","","","","","","","","","","","","","","(biblid:matta_1999_0000)","","","","vt:syntax; vt:semantics; reg:Egypt [27.39, 30.26]; reg:Egypt-Sudan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG67QXCT","journalArticle","1911","Massignon, Louis","Notes sur le dialecte arabe de Bagdad","BIFAO","","","","","","1911","2018-04-15 16:02:33","2018-04-15 16:02:33","","1-24","","","11","","","","","","","","","","","","","","","","","(biblid:massignon_1911_3234)","","","","vt:Mesopotamia; reg:Iraq [31.64, 45.33]; geo:Baghdad [33.30, 44.38]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MK4H6CG","journalArticle","2004","Masliyah, Sadok","Colours in Iraqi Arabic","Zeitschrift für Arabische Linguistik","","0170026X","","","","2004","2018-04-15 16:02:33","2018-04-15 16:02:33","","26-42","","","43","","","","","","","","","","","","","","","","","(biblid:masliyah_2004_0000)","","","","vt:lexicon; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXNWGUC2","journalArticle","2001","Masliyah, Sadok","Curses and insults in Iraqi Arabic","Journal of Semitic Studies","","","","","","2001","2018-04-15 16:02:33","2018-04-15 16:02:33","","267-308","","ii","46","","","","","","","","","","","","","","","","","(biblid:masliyah_2001_0000)","","","","vt:lexicon; vt:sociolinguistics; vt:pragmatics; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QY638X25","journalArticle","1999","Masliyah, Sadok","Oaths in spoken Iraqi Arabic","Journal of Semitic Studies","","","","","","1999","2018-04-15 16:02:33","2018-04-15 16:02:33","","83-103","","i","44","","","","","","","","","","","","","","","","","(biblid:masliyah_1999_0000)","","","","vt:lexicon; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF76EVZE","journalArticle","1998","Masliyah, Sadok","Abu and Umm in the Iraqi dialect","Journal of Semitic Studies","","","","","","1998","2018-04-15 16:02:33","2018-04-15 16:02:33","","113-129","","i","43","","","","","","","","","","","","","","","","","(biblid:masliyah_1998_0000)","","","","vt:lexicon; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TC69PIN","journalArticle","1997","Masliyah, Sadok","The Diminutive in Spoken Iraqi Arabic","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org.uaccess.univie.ac.at/stable/43525676","","1997","2018-04-15 16:02:33","2018-04-15 16:02:33","","68-88","","33","","","","","","","","","","","","","","","","","","(biblid:masliyah_1997_0000)","","","","vt:morphology; vt:pragmatics; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MI9WU85","journalArticle","1996","Masliyah, Sadok","Four Turkish suffixes in Iraqi Arabic: -li, -lik, -siz and -çi","Journal of Semitic Studies","","","","","","1996","2018-04-15 16:02:33","2018-04-15 16:02:33","","291-300","","ii","41","","","","","","","","","","","","","","","","","(biblid:masliyah_1996_0000)","","","","vt:morphology; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]; vt:contact linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXRNUAQR","bookSection","1994","Marugán, Marina","Andalusí lexicon as reflected by Ibn ʿĀṣim's proverb collection","Actas del congreso internacional sobre interferencias lingüísticas arabo-romances y paralelos extra-iberos ...Madrid ... 1990","","","","","","1994","2018-04-15 16:02:33","2018-09-25 09:13:20","","157-163","","","","","","","","","","","","Zaragoza","","","","","","","","(biblid:marugan_1994_0001)","","","","vt:lexicon; vt:linguistics/dialectology; reg:Maghreb []; reg:Andalusia [39.92, -3.02]","","Aguadé, Jordi; Corrient, Federico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7WHMWEY","journalArticle","1993","Marugán, Marina","A linguistic approach to an Andalusi proverb collection","Al-Machriq","","","","","","1993","2018-04-15 16:02:33","2018-09-19 13:32:54","","41-55","","","6","","","","","","","","","","","","","","","","","(biblid:marugan_1993_0000)","","","","vt:general/comparative study; vt:transcribed texts; vt:proverbs; reg:Maghreb []; reg:Andalusia [39.92, -3.02]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHA7TNQ7","bookSection","1991","Marugán, Marina","Negative markers in the Spanish Arabic dialect","Proceedings of the colloquium on Arabic grammar, Budapest ... 1991","","","","","","1991","2018-04-15 16:02:33","2018-09-19 13:34:26","","257-262","","","","","","","","","","","Eötvös Loránd University, Chair for Arabic Studies & Csoma de Kőrös Society, Section of Islamic Studies","Budapest","","","","","","","","(biblid:marugan_1991_0000)","","","","vt:general/comparative study; vt:morphology; vt:transcribed texts; vt:linguistics/dialectology; reg:Maghreb []; reg:Andalusia [39.92, -3.02]; vt:manuscripts; vt:diachronic perspective","","Dévényi, Kinga; Iványi, Tamás","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZBH8YFE","journalArticle","1980","Martínez Ruiz, Juan","Descendientes de romances de ""vervex"" en el judeoespañol de Marruecos","Miscelánea de Estudios Árabes y Hebraicos no. 2","","","","","","1980","2018-04-15 16:02:33","2018-04-15 16:02:33","","81-85","","","29","","","","","","","","","","Spanish","","","","","","","(biblid:martinez ruiz_1980_3839)","","","","vt:urban dialect; vt:Maghreb; vt:sociolinguistics; vt:sedentary dialect; reg:Andalusia [39.92, -3.02]; vt:Jewish dialects; vt:folklore; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2VENV8A","journalArticle","1973","Marshall, D. R.","A comparative study of some semantic differences between Maltese and Koranic Arabic","Journal of Maltese Studies","","","","","","1973","2018-04-15 16:02:33","2018-04-15 16:02:33","","1-44","","","9","","","","","","","","","","","","","","","","","(biblid:marshall_1973_0000)","","","","vt:general/comparative study; vt:classical; vt:semantics; reg:Maghreb []; reg:Malta [35.87, 14.44]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QATGNMUA","bookSection","1981","Marcos Marín, Francisco","Glosas románicas a una gramática del haz dialectal hispano-árabe","Actas de las Jornadas de Cultura Arabe e Islámica (1978)","","","","","","1981","2018-04-15 16:02:33","2018-09-25 09:07:54","","109-114","","","","","","","","","","","Instituto Hispano-Arabe de Cultura","Madrid","","","","","","","","(biblid:marcos_marin_1981_0000)","","","","vt:general/comparative study; vt:Maghreb; vt:lexicon; vt:transcribed texts; reg:Andalusia [39.92, -3.02]; reg:Spain [39.92, -3.02]; vt:manuscripts; vt:grammar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYXERV52","journalArticle","1905","Marchand, G.","Conte en arabe marocain","Journal Asiatique","","","","","","1905","2018-04-15 16:02:33","2018-04-15 16:02:33","","411-472","","","Dixième Série, Tome VI","","","","","","","","","","","","","","","","","(biblid:marchand, g._1905_3836)","","","","vt:transcribed texts; vt:Arab World general; vt:songs; vt:music; vt:folklore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57QYD53S","journalArticle","1933","Marçais, William; Farès, Jelloûli","Trois textes arabes d'el-Hâmma de Gabès","Journal Asiatique","","","","","","1933","2018-04-15 16:02:33","2018-09-19 13:38:10","","1-88","","","223","","","","","","","","","","","","","","","","","(biblid:marcais_fares_1933_0000)","","","","vt:transcribed texts; vt:ethnographic record; reg:Maghreb []; reg:Tunisia [33.59, 9.37]; geo:El-Hamma [33.87, 9.74]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9IRWSCR","journalArticle","1932","Marçais, William; Farès, Jelloûli","Trois textes arabes d'el-Hâmma de Gabès","Journal Asiatique","","","","","","1932","2018-04-15 16:02:33","2018-09-19 13:39:37","","193-270","","","221","","","","","","","","","","","","","","","","","(biblid:marcais_fares_1932_0000)","","","","vt:transcribed texts; vt:ethnographic record; reg:Maghreb []; reg:Tunisia [33.59, 9.37]; geo:El-Hamma [33.87, 9.74]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4X55WQEN","journalArticle","1931","Marçais, William; Farès, Jelloûli","Trois textes arabes d'el-Hâmma de Gabès","Journal Asiatique","","","","","","1931","2018-04-15 16:02:33","2018-09-19 13:39:26","","193-247","","","218","","","","","","","","","","","","","","","","","(biblid:marcais_fares_1931_0000)","","","","vt:transcribed texts; vt:ethnographic record; reg:Maghreb []; reg:Tunisia [33.59, 9.37]; geo:El-Hamma [33.87, 9.74]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BMZ86TF","journalArticle","1956","Marçais, William","Comment l'Afrique du Nord été arabisée I. L'arabisation des campagnes","Annales de l'Institut d'études Orientales","","","","","","1956","2018-04-15 16:02:33","2018-04-15 16:02:33","","5-17","","","14","","","","","","","","","","","","","","","","","(biblid:marcais_1956_3835)","","","","vt:Egypt-Sudan; vt:Maghreb; vt:Arab World general; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSX4T7AB","journalArticle","1938","Marçais, William","Comment l'Afrique du Nord été arabisée I. L'arabisation des villes","Annales de l'Institut d'études Orientales","","","","","","1938","2018-04-15 16:02:33","2018-04-15 16:02:33","","1-21","","","4","","","","","","","","","","","","","","","","","(biblid:marcais_1938_3834)","","","","vt:Arab World general; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4VAQ9NX","journalArticle","1912","Marçais, William","L'alternance vocalique a-u (a-i) au parfait du verbe régulier (1re forme) dans le parler arabe de Tanger","Zeitschrift für Assyriologie und Verwandte Gebiete","","","","","","1912","2018-04-15 16:02:33","2018-04-15 16:02:33","","22-27","","","27","","","","","","","","","","","","","","","","","(biblid:marcais_1912_4165)","","","","vt:general/comparative study; vt:phonology; vt:urban dialect; vt:Maghreb; vt:description of dialect; vt:morphology; vt:transcribed texts; vt:linguistics/dialectology; reg:Morocco [31.46, -6.39]; geo:Tanger [35.75, -5.83]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QNI9FNV","encyclopediaArticle","","Marçais, Phillipe","ʿArabiyya: the western dialects","Encyclopaedia of Islam 2","","","","","","","2018-04-15 16:02:33","2018-09-19 13:54:53","","","","","","","","","","","","","","","","","","","","","","(biblid:Marçais_4200)","","","","vt:general/comparative study; vt:Maghreb; vt:description of dialect; vt:linguistics/dialectology; reg:Algeria [34.54, 3.30]; reg:Morocco [31.46, -6.39]; reg:Mauritania [19.45, -13.83]; reg:Tunisia [33.59, 9.37]; reg:Libya [28.79, 18.04]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NU7FA64N","journalArticle","1945","Marçais, Philippe","Contribution à l'étude du parler arabe de Bou-Saâda","BIFAO","","","","","","1945","2018-04-15 16:02:33","2018-04-15 16:02:33","","21-88","","","44","","","","","","","","","","","","","","","","","(biblid:marcais_1945_0000)","","","","vt:description of dialect; reg:Algeria [34.54, 3.30]; reg:Maghreb []; geo:Bou Saada [35.21, 4.17]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQNSVVXD","journalArticle","1981","Marçais, Philippe","Gazelles et outardes en Tunisie: reportage en parler arabe de la tribu des Mahâdhba","Arabica","","","","","","1981","2018-04-15 16:02:33","2018-09-19 13:54:27","","369-387","","","28","","","","","","","","","","","","","","","","","(biblid:marcais_1981_0000)","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:linguistics/dialectology; reg:Maghreb []; reg:Tunisia [33.59, 9.37]; vt:ethnography; vt:language of a tribe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LH63AX5P","journalArticle","2001","Mansour, Jacob","The Particles ’aš/’eš and ’ášu in the Jewish Arabic of Baghdad","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org.uaccess.univie.ac.at/stable/43526787","This paper describes the usage of the particles 'a&#x161; and 'e&#x161; in the Jewish Arabic dialect of Baghdad (=JB). The data comes from recordings made in Israel from native speakers of JB. Some of these recordings are included in my book The Jewish Baghdadi Dialect &#x2014; Studies and Texts in the Judaeo-Arabic Dialect of Baghdad, Or-Yehuda 1991, pp. 183-310. Whenever I have quoted examples from texts included in this book I have given the reference by letter (A-E) and paragraph number as in the book. The data of this article forms part of the material I have collected for the JB dictionary I am preparing.","2001","2018-04-15 16:02:33","2018-04-15 16:02:33","","84-89","","39","","","","","","","","","","","","","","","","","","(biblid:mansour_2001_2841)","","","","vt:urban dialect; vt:morphology; vt:sedentary dialect; vt:Mesopotamia; reg:Iraq [31.64, 45.33]; geo:Baghdad [33.31, 44.36]; vt:ethnic minorities; vt:Jewish dialects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HY3RH4JW","journalArticle","1988","Mansour, Jacob","Vowel distribution in the Judeo-Arabic dialects of Baghdad","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org/stable/43530638","","1988","2018-04-15 16:02:33","2018-10-29 11:21:31","","60-73","","19","","","","","","","","","","","","","","","","","","(biblid:mansour_1988_2879)","","","","vt:general/comparative study; vt:phonology; vt:transcribed texts; vt:linguistics/dialectology; vt:conversation/dialogue; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]; geo:Baghdad [33.31, 44.36]; vt:Jewish dialects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3QJA9M3","journalArticle","1985","Mansour, Jacob","The particle baqa in the Judaeo-Arabic dialect of Baghdad","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org/stable/43530473","","1985","2018-04-15 16:02:33","2018-10-10 15:55:16","","62-75","","14","","","","","","","","","","","","","","","","","","(biblid:mansour_1985_2884)","","","","vt:general/comparative study; vt:urban dialect; vt:lexicon; vt:transcribed texts; vt:linguistics/dialectology; geo:Baghdad [33.30, 44.38]; vt:ethnic minorities; vt:Jewish dialects; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7G84Y7LD","journalArticle","2014","Manfredi, Stefano","Arabic-based pidgins and creoles","Journal of Pidgin and Creole Languages","","","","","","2014","2018-04-15 16:02:33","2018-05-19 10:19:21","","207-436","","2","29","","","","","","","","","","","","","","","","","(biblid:manfredi_2014_3083)","","","","vt:creole","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKUDMVFW","journalArticle","2008","Manfredi, Stefano","Counter-assertive focus in Kordofanian Baggara Arabic","Studi Maġrebini","","05854954","","","","2008","2018-04-15 16:02:33","2018-04-15 16:02:33","","183-194","","","6","","","","","","","","","","","","","","","","","(biblid:manfredi_2008_0000)","","","","vt:creole; vt:pragmatics; reg:Sudan [16.14, 30.29]; reg:Egypt-Sudan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGA5WUHA","journalArticle","1924","Malinjoud, Commandant","Textes en dialecte de Damas","Journal Asiatique","","","","","","1924","2018-04-15 16:02:33","2018-04-15 16:02:33","","259-332","","","204","","","","","","","","","","","","","","","","","(biblid:malinjoud_1924_0000)","","","","vt:transcribed texts; reg:Syro-Palestine [32.93, 36.53]; geo:Damascus [33.51, 36.27]; reg:Syria [34.61, 38.55]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2W4L2UI","journalArticle","2007","Malek, Azzedine","La transiton de l'intraphrastique à l'interphrastique dans les usages conversationnels des étudiants algériens","Synergies Algérie","","19585160","","","","2007","2018-04-15 16:02:33","2018-04-15 16:02:33","","49-62","","","1","","","","","","","","","","","","","","","","","(biblid:malek_2007_0000)","","","","vt:sociolinguistics; reg:Algeria [34.54, 3.30]; reg:Maghreb []; vt:diglossia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS5CTATX","bookSection","1993","Majdi, Basim","Gemination and antigemination in Iraqi","Perspectives on Arabic linguistics V:papers from the fifth annual symposium on Arabic linguistics","","","","","","1993","2018-04-15 16:02:33","2018-09-19 13:46:06","","163-191","","","","","","","","","","","Benjamins","Amsterdam","","","","","","","","(biblid:majdi_1993_0000)","","","","vt:general/comparative study; vt:morphology; vt:transcribed texts; vt:linguistics/dialectology; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]","","Eid, Mushira; Holes, Clive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JUYCF3Y","journalArticle","1997","Majda, T.","Syrian dialect as recorded in the ad-Durrat al-muḍīya fī al-luḡat at-turkīya, a dictionary dating from the 15th century","Rocznik Orientalistyczny","","","","","","1997","2018-04-15 16:02:33","2018-04-15 16:02:33","","153-174","","ii","50","","","","","","","","","","","","","","","","","(biblid:majda_1997_0000)","","","","vt:lexicon; vt:dictionary; vt:linguistics/dialectology; reg:Syro-Palestine [32.93, 36.53]; reg:Syria [34.61, 38.55]; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SYTB6AJ","journalArticle","1987","Maïri, Lies","A bibliography of Algerian Arabic linguistics","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org/stable/43530545","","1987","2018-04-15 16:02:33","2018-10-29 11:19:13","","96-107","","17","","","","","","","","","","","","","","","","","","(biblid:mairi_1987_2882)","","","","vt:general/comparative study; vt:Maghreb; vt:linguistics/dialectology; reg:Algeria [34.54, 3.30]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IF3JY5L","journalArticle","1983","Maïri, Lies","The number marking system of Algiers Arabic","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org/stable/43530434","","1983","2018-04-15 16:02:33","2018-10-29 11:19:51","","48-71","","11","","","","","","","","","","","","","","","","","","(biblid:mairi_1983_0000)","","","","vt:general/comparative study; vt:morphology; reg:Algeria [34.54, 3.30]; reg:Maghreb []","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZ3N7W6C","journalArticle","2012","Magidow, Alexander","Explaining Inconsistent Case Marking in Spoken Formal Arabic","Zeitschrift für Arabische Linguistik","","0170026X","","http://www.jstor.org.uaccess.univie.ac.at/stable/10.13173/zeitarabling.55.0062","","2012","2018-04-15 16:02:33","2018-04-15 16:02:33","","62-99","","55","","","","","","","","","","","","","","","","","","(biblid:magidow_2012_2801)","","","","vt:general/comparative study; vt:morphology; vt:syntax","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8F6E5EXR","journalArticle","2000","Maghnia, Abdelghani; Kharchafi, Azzeddine","La taqtuqa jabaliya: 'ayta du nord du Maroc","Horizons Maghrébins","","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","22-24","","","43","","","","","","","","","","French","","","","","","","(biblid:maghnia_2000_3827)","","","","vt:Maghreb; reg:Morocco [31.46, -6.39]; vt:ethnography; vt:music; vt:folklore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QXN4SFP","journalArticle","2001","Madouni, Jihane","A propos de verbes quadrilitères dans un parler de l'Ouest algérien (Sidi-Bel-Abbès)","Estudios de Dialectología Norteafricana y Andalusí","","","","","","2001","2018-04-15 16:02:33","2018-04-15 16:02:33","","243-251","","2000-2001","5","","","","","","","","","","","","","","","","","(biblid:madouni_2001_0000)","","","","vt:morphology; reg:Algeria [34.54, 3.30]; reg:Maghreb []; geo:Sidi Bel Abbès [35.20, -0.62]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3T4JKAFK","journalArticle","2000","Madouni, Jihane","A propos de la Vème forme en arabe algérien (parler de Sidi-Bel-Abbès)","Comptes Rendus du Groupe Linguistique d'Etudes Chamito-Sémitiques","","","","","","2000","2018-04-15 16:02:33","2018-04-15 16:02:33","","23-31","","1995-1998","33","","","","","","","","","","","","","","","","","(biblid:madouni_2000_0000)","","","","vt:morphology; reg:Algeria [34.54, 3.30]; reg:Maghreb []; geo:Sidi Bel Abbès [35.20, -0.62]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
